,S.No,BrandName,Product ID,Product Name,Brand Desc,Product Size,Currency,MRP,SellPrice,Discount,Category,delta
3973,3974,catwalk,CATWALK210,CATWALK210 - Footwear-Women,pu almond shape womens casual wear sandals - brown,"Size:5,6,7",Rs.,2295.0,1836,20% off,Footwear-Women,459.0
3974,3975,catwalk,CATWALK211,CATWALK211 - Footwear-Women,fabric slipon womens work wear wedges - black,"Size:4,5,6,7,8,9",Rs.,2395.0,1916,20% off,Footwear-Women,479.0
3975,3976,catwalk,CATWALK212,CATWALK212 - Footwear-Women,suede slipon womens casual wear loafers - turquoise,"Size:5,6,7",Rs.,3095.0,1547,50% off,Footwear-Women,1548.0
3976,3977,catwalk,CATWALK213,CATWALK213 - Footwear-Women,synthetic slipon womens casual wear flip flops - black,"Size:5,6,7",Rs.,2895.0,2316,20% off,Footwear-Women,579.0
3977,3978,catwalk,CATWALK214,CATWALK214 - Footwear-Women,fabric buckle womens party mules - brown,"Size:4,5,6,7,8",Rs.,3295.0,1647,50% off,Footwear-Women,1648.0
3978,3979,catwalk,CATWALK215,CATWALK215 - Footwear-Women,patent slip on womens occasion wear boots - black,"Size:4,5,6,7,8,9",Rs.,4295.0,3436,20% off,Footwear-Women,859.0
3979,3980,catwalk,CATWALK216,CATWALK216 - Footwear-Women,womens solid ankle bracelet sandals - brown,"Size:4,5,6,7,8",Rs.,2095.0,1676,20% off,Footwear-Women,419.0
3980,3981,catwalk,CATWALK217,CATWALK217 - Footwear-Women,womens pure leather stitch detailed ballerinas - blue,"Size:4,5,6,7,8,9",Rs.,1995.0,1596,20% off,Footwear-Women,399.0
3981,3982,catwalk,CATWALK218,CATWALK218 - Footwear-Women,synthetic slip on womens casual loafers - natural,"Size:5,6,7",Rs.,2895.0,1447,50% off,Footwear-Women,1448.0
3982,3983,catwalk,CATWALK219,CATWALK219 - Footwear-Women,patent tie up womens casual wear loafers - blue,"Size:5,6,7",Rs.,2795.0,1397,50% off,Footwear-Women,1398.0
3983,3984,catwalk,CATWALK220,CATWALK220 - Footwear-Women,snake print pu slipon womens casual flats - white,"Size:5,6,7",Rs.,1895.0,1516,20% off,Footwear-Women,379.0
3984,3985,catwalk,CATWALK221,CATWALK221 - Footwear-Women,fabric slip on womens casual mules - black,"Size:5,6,7",Rs.,2595.0,2076,20% off,Footwear-Women,519.0
3985,3986,catwalk,CATWALK222,CATWALK222 - Footwear-Women,polyurethane slipon womens casual loafers - brown,"Size:5,6,7",Rs.,2895.0,1447,50% off,Footwear-Women,1448.0
3986,3987,catwalk,CATWALK223,CATWALK223 - Footwear-Women,textured patent tie up womens casual boots - blue,"Size:4,5,6,7,8,9",Rs.,1995.0,1596,20% off,Footwear-Women,399.0
3987,3988,catwalk,CATWALK224,CATWALK224 - Footwear-Women,womens beaded detail t-bar flats - multi,"Size:4,5,6,7,8",Rs.,2195.0,1756,20% off,Footwear-Women,439.0
3988,3989,catwalk,CATWALK225,CATWALK225 - Footwear-Women,embellished fabric slipon womens casual sandals - brown,"Size:5,6,7",Rs.,2095.0,1676,20% off,Footwear-Women,419.0
3989,3990,catwalk,CATWALK226,CATWALK226 - Footwear-Women,pu velcro womens casual wear wedges - blue,"Size:4,5,6,7,8,9",Rs.,2895.0,2316,20% off,Footwear-Women,579.0
3990,3991,catwalk,CATWALK227,CATWALK227 - Footwear-Women,pu round toe womens casual wear sandals - gold,"Size:5,6,7",Rs.,2795.0,2236,20% off,Footwear-Women,559.0
3991,3992,catwalk,CATWALK228,CATWALK228 - Footwear-Women,embellished pu slipon womens casual flats - black,"Size:4,5,6,7,8,9",Rs.,4295.0,3436,20% off,Footwear-Women,859.0
3992,3993,catwalk,CATWALK229,CATWALK229 - Footwear-Women,synthetic slipon womens casual wear flat sandals - bronze,"Size:5,6",Rs.,2395.0,1916,20% off,Footwear-Women,479.0
3993,3994,catwalk,CATWALK230,CATWALK230 - Footwear-Women,pu slipon womens casual wear flat sandals - pink,Size:5,Rs.,2695.0,1347,50% off,Footwear-Women,1348.0
3994,3995,catwalk,CATWALK231,CATWALK231 - Footwear-Women,perforations leather tie up womens formal flats - brown,"Size:4,5,6,7,8,9",Rs.,2595.0,1297,50% off,Footwear-Women,1298.0
3995,3996,catwalk,CATWALK232,CATWALK232 - Footwear-Women,synthetic slipon womens casual wear ballerinas - multi,"Size:4,5,6,7",Rs.,2095.0,1676,20% off,Footwear-Women,419.0
3996,3997,catwalk,CATWALK233,CATWALK233 - Footwear-Women,embellished suede slipon womens casual mules - brown,"Size:4,5,6,7,8,9",Rs.,2395.0,1916,20% off,Footwear-Women,479.0
3997,3998,catwalk,CATWALK234,CATWALK234 - Footwear-Women,leather slip on womens casual flip flops - blue,Size:4,Rs.,1895.0,1516,20% off,Footwear-Women,379.0
3998,3999,catwalk,CATWALK235,CATWALK235 - Footwear-Women,womens suede glitter heel mules - toffee,Size:5,Rs.,2295.0,1836,20% off,Footwear-Women,459.0
3999,4000,catwalk,CATWALK236,CATWALK236 - Footwear-Women,suede slipon womens casual wear loafers - purple,"Size:5,6,7",Rs.,3095.0,1547,50% off,Footwear-Women,1548.0
